dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,month_year,cluster,year_month
2012-03-31,Summer,2012,March,Not Holiday,Saturday,Holiday,2,17,74,17,2301,3934,6235,2012-03,2,2012-03
2012-04-01,Summer,2012,April,Not Holiday,Sunday,Holiday,2,17,68,12,2347,3694,6041,2012-04,2,2012-04
2012-04-02,Summer,2012,April,Not Holiday,Monday,Working Day,1,18,50,21,1208,4728,5936,2012-04,1,2012-04
2012-04-03,Summer,2012,April,Not Holiday,Tuesday,Working Day,1,19,40,7,1348,5424,6772,2012-04,1,2012-04
2012-04-04,Summer,2012,April,Not Holiday,Wednesday,Working Day,1,22,47,12,1058,5378,6436,2012-04,1,2012-04
2012-04-05,Summer,2012,April,Not Holiday,Thursday,Working Day,1,18,37,15,1192,5265,6457,2012-04,1,2012-04
2012-04-06,Summer,2012,April,Not Holiday,Friday,Working Day,1,17,38,20,1807,4653,6460,2012-04,1,2012-04
2012-04-07,Summer,2012,April,Not Holiday,Saturday,Holiday,1,18,25,18,3252,3605,6857,2012-04,2,2012-04
2012-04-08,Summer,2012,April,Not Holiday,Sunday,Holiday,1,20,28,16,2230,2939,5169,2012-04,2,2012-04
2012-04-09,Summer,2012,April,Not Holiday,Monday,Working Day,1,20,32,24,905,4680,5585,2012-04,1,2012-04
2012-04-10,Summer,2012,April,Not Holiday,Tuesday,Working Day,1,18,44,17,819,5099,5918,2012-04,1,2012-04
2012-04-11,Summer,2012,April,Not Holiday,Wednesday,Working Day,1,14,47,20,482,4380,4862,2012-04,2,2012-04
2012-04-12,Summer,2012,April,Not Holiday,Thursday,Working Day,1,16,47,19,663,4746,5409,2012-04,1,2012-04
2012-04-13,Summer,2012,April,Not Holiday,Friday,Working Day,1,18,41,10,1252,5146,6398,2012-04,1,2012-04
2012-04-14,Summer,2012,April,Not Holiday,Saturday,Holiday,1,20,50,13,2795,4665,7460,2012-04,1,2012-04
2012-04-15,Summer,2012,April,Not Holiday,Sunday,Holiday,1,25,51,15,2846,4286,7132,2012-04,2,2012-04
2012-04-16,Summer,2012,April,Holiday,Monday,Holiday,1,27,56,19,1198,5172,6370,2012-04,1,2012-04
2012-04-17,Summer,2012,April,Not Holiday,Tuesday,Working Day,1,25,39,18,989,5702,6691,2012-04,1,2012-04
2012-04-18,Summer,2012,April,Not Holiday,Wednesday,Working Day,2,19,57,11,347,4020,4367,2012-04,2,2012-04
2012-04-19,Summer,2012,April,Not Holiday,Thursday,Working Day,1,20,61,4,846,5719,6565,2012-04,1,2012-04
2012-04-20,Summer,2012,April,Not Holiday,Friday,Working Day,1,22,69,10,1340,5950,7290,2012-04,1,2012-04
2012-04-21,Summer,2012,April,Not Holiday,Saturday,Holiday,1,23,68,19,2541,4083,6624,2012-04,2,2012-04
2012-04-22,Summer,2012,April,Not Holiday,Sunday,Holiday,3,16,84,23,120,907,1027,2012-04,0,2012-04
2012-04-23,Summer,2012,April,Not Holiday,Monday,Working Day,2,13,77,20,195,3019,3214,2012-04,2,2012-04
2012-04-24,Summer,2012,April,Not Holiday,Tuesday,Working Day,1,17,45,17,518,5115,5633,2012-04,1,2012-04
2012-04-25,Summer,2012,April,Not Holiday,Wednesday,Working Day,1,20,43,8,655,5541,6196,2012-04,1,2012-04
2012-04-26,Summer,2012,April,Not Holiday,Thursday,Working Day,2,20,76,12,475,4551,5026,2012-04,2,2012-04
2012-04-27,Summer,2012,April,Not Holiday,Friday,Working Day,1,19,40,23,1014,5219,6233,2012-04,1,2012-04
2012-04-28,Summer,2012,April,Not Holiday,Saturday,Holiday,2,15,49,9,1120,3100,4220,2012-04,2,2012-04
2012-04-29,Summer,2012,April,Not Holiday,Sunday,Holiday,1,19,59,8,2229,4075,6304,2012-04,2,2012-04
2012-04-30,Summer,2012,April,Not Holiday,Monday,Working Day,2,19,57,11,665,4907,5572,2012-04,1,2012-04
2012-05-01,Summer,2012,May,Not Holiday,Tuesday,Working Day,2,25,66,10,653,5087,5740,2012-05,1,2012-05
2012-05-02,Summer,2012,May,Not Holiday,Wednesday,Working Day,1,23,80,9,667,5502,6169,2012-05,1,2012-05
2012-05-03,Summer,2012,May,Not Holiday,Thursday,Working Day,2,23,77,9,764,5657,6421,2012-05,1,2012-05
2012-05-04,Summer,2012,May,Not Holiday,Friday,Working Day,1,26,74,11,1069,5227,6296,2012-05,1,2012-05
2012-05-05,Summer,2012,May,Not Holiday,Saturday,Holiday,2,25,76,10,2496,4387,6883,2012-05,2,2012-05
2012-05-06,Summer,2012,May,Not Holiday,Sunday,Holiday,2,23,74,10,2135,4224,6359,2012-05,2,2012-05
2012-05-07,Summer,2012,May,Not Holiday,Monday,Working Day,2,22,66,15,1008,5265,6273,2012-05,1,2012-05
2012-05-08,Summer,2012,May,Not Holiday,Tuesday,Working Day,2,24,69,20,738,4990,5728,2012-05,1,2012-05
2012-05-09,Summer,2012,May,Not Holiday,Wednesday,Working Day,2,24,74,14,620,4097,4717,2012-05,2,2012-05
2012-05-10,Summer,2012,May,Not Holiday,Thursday,Working Day,1,21,55,21,1026,5546,6572,2012-05,1,2012-05
2012-05-11,Summer,2012,May,Not Holiday,Friday,Working Day,1,22,36,16,1319,5711,7030,2012-05,1,2012-05
2012-05-12,Summer,2012,May,Not Holiday,Saturday,Holiday,1,23,48,8,2622,4807,7429,2012-05,1,2012-05
2012-05-13,Summer,2012,May,Not Holiday,Sunday,Holiday,1,25,58,15,2172,3946,6118,2012-05,2,2012-05
2012-05-14,Summer,2012,May,Not Holiday,Monday,Working Day,2,24,79,14,342,2501,2843,2012-05,0,2012-05
2012-05-15,Summer,2012,May,Not Holiday,Tuesday,Working Day,2,25,79,10,625,4490,5115,2012-05,2,2012-05
2012-05-16,Summer,2012,May,Not Holiday,Wednesday,Working Day,1,26,70,8,991,6433,7424,2012-05,1,2012-05
2012-05-17,Summer,2012,May,Not Holiday,Thursday,Working Day,1,24,52,15,1242,6142,7384,2012-05,1,2012-05
2012-05-18,Summer,2012,May,Not Holiday,Friday,Working Day,1,23,52,9,1521,6118,7639,2012-05,1,2012-05
2012-05-19,Summer,2012,May,Not Holiday,Saturday,Holiday,1,25,46,6,3410,4884,8294,2012-05,1,2012-05
2012-05-20,Summer,2012,May,Not Holiday,Sunday,Holiday,1,25,53,17,2704,4425,7129,2012-05,1,2012-05
2012-05-21,Summer,2012,May,Not Holiday,Monday,Working Day,2,25,81,16,630,3729,4359,2012-05,2,2012-05
2012-05-22,Summer,2012,May,Not Holiday,Tuesday,Working Day,2,25,77,8,819,5254,6073,2012-05,1,2012-05
2012-05-23,Summer,2012,May,Not Holiday,Wednesday,Working Day,2,25,77,7,766,4494,5260,2012-05,2,2012-05
2012-05-24,Summer,2012,May,Not Holiday,Thursday,Working Day,1,27,72,12,1059,5711,6770,2012-05,1,2012-05
2012-05-25,Summer,2012,May,Not Holiday,Friday,Working Day,1,28,75,9,1417,5317,6734,2012-05,1,2012-05
2012-05-26,Summer,2012,May,Not Holiday,Saturday,Holiday,1,28,73,13,2855,3681,6536,2012-05,2,2012-05
2012-05-27,Summer,2012,May,Not Holiday,Sunday,Holiday,1,28,70,14,3283,3308,6591,2012-05,2,2012-05
2012-05-28,Summer,2012,May,Holiday,Monday,Holiday,1,29,68,13,2557,3486,6043,2012-05,2,2012-05
2012-05-29,Summer,2012,May,Not Holiday,Tuesday,Working Day,1,30,68,20,880,4863,5743,2012-05,1,2012-05
2012-05-30,Summer,2012,May,Not Holiday,Wednesday,Working Day,2,27,67,9,745,6110,6855,2012-05,1,2012-05
2012-05-31,Summer,2012,May,Not Holiday,Thursday,Working Day,1,28,49,13,1100,6238,7338,2012-05,1,2012-05
2012-06-01,Summer,2012,June,Not Holiday,Friday,Working Day,2,27,76,16,533,3594,4127,2012-06,2,2012-06
2012-06-02,Summer,2012,June,Not Holiday,Saturday,Holiday,1,24,55,12,2795,5325,8120,2012-06,1,2012-06
2012-06-03,Summer,2012,June,Not Holiday,Sunday,Holiday,1,25,49,12,2494,5147,7641,2012-06,1,2012-06
2012-06-04,Summer,2012,June,Not Holiday,Monday,Working Day,1,24,49,19,1071,5927,6998,2012-06,1,2012-06
2012-06-05,Summer,2012,June,Not Holiday,Tuesday,Working Day,2,22,61,14,968,6033,7001,2012-06,1,2012-06
2012-06-06,Summer,2012,June,Not Holiday,Wednesday,Working Day,1,23,61,5,1027,6028,7055,2012-06,1,2012-06
2012-06-07,Summer,2012,June,Not Holiday,Thursday,Working Day,1,25,57,11,1038,6456,7494,2012-06,1,2012-06
2012-06-08,Summer,2012,June,Not Holiday,Friday,Working Day,1,27,47,12,1488,6248,7736,2012-06,1,2012-06
2012-06-09,Summer,2012,June,Not Holiday,Saturday,Holiday,1,29,44,10,2708,4790,7498,2012-06,1,2012-06
2012-06-10,Summer,2012,June,Not Holiday,Sunday,Holiday,1,30,54,9,2224,4374,6598,2012-06,2,2012-06
2012-06-11,Summer,2012,June,Not Holiday,Monday,Working Day,2,30,59,14,1017,5647,6664,2012-06,1,2012-06
2012-06-12,Summer,2012,June,Not Holiday,Tuesday,Working Day,2,27,83,14,477,4495,4972,2012-06,2,2012-06
2012-06-13,Summer,2012,June,Not Holiday,Wednesday,Working Day,1,27,58,23,1173,6248,7421,2012-06,1,2012-06
2012-06-14,Summer,2012,June,Not Holiday,Thursday,Working Day,1,27,57,17,1180,6183,7363,2012-06,1,2012-06
2012-06-15,Summer,2012,June,Not Holiday,Friday,Working Day,1,26,59,12,1563,6102,7665,2012-06,1,2012-06
2012-06-16,Summer,2012,June,Not Holiday,Saturday,Holiday,1,26,50,11,2963,4739,7702,2012-06,1,2012-06
2012-06-17,Summer,2012,June,Not Holiday,Sunday,Holiday,1,24,60,10,2634,4344,6978,2012-06,2,2012-06
2012-06-18,Summer,2012,June,Not Holiday,Monday,Working Day,2,23,78,12,653,4446,5099,2012-06,2,2012-06
2012-06-19,Summer,2012,June,Not Holiday,Tuesday,Working Day,1,28,69,10,968,5857,6825,2012-06,1,2012-06
2012-06-20,Summer,2012,June,Not Holiday,Wednesday,Working Day,1,32,59,8,872,5339,6211,2012-06,1,2012-06
2012-06-21,Fall,2012,June,Not Holiday,Thursday,Working Day,1,33,57,8,778,5127,5905,2012-06,1,2012-06
2012-06-22,Fall,2012,June,Not Holiday,Friday,Working Day,1,32,57,12,964,4859,5823,2012-06,1,2012-06
2012-06-23,Fall,2012,June,Not Holiday,Saturday,Holiday,1,30,53,12,2657,4801,7458,2012-06,1,2012-06
2012-06-24,Fall,2012,June,Not Holiday,Sunday,Holiday,1,30,48,10,2551,4340,6891,2012-06,2,2012-06
2012-06-25,Fall,2012,June,Not Holiday,Monday,Working Day,1,29,50,20,1139,5640,6779,2012-06,1,2012-06
2012-06-26,Fall,2012,June,Not Holiday,Tuesday,Working Day,1,26,37,23,1077,6365,7442,2012-06,1,2012-06
2012-06-27,Fall,2012,June,Not Holiday,Wednesday,Working Day,1,29,36,18,1077,6258,7335,2012-06,1,2012-06
2012-06-28,Fall,2012,June,Not Holiday,Thursday,Working Day,1,31,42,12,921,5958,6879,2012-06,1,2012-06
2012-06-29,Fall,2012,June,Not Holiday,Friday,Working Day,1,34,49,11,829,4634,5463,2012-06,1,2012-06
2012-06-30,Fall,2012,June,Not Holiday,Saturday,Holiday,1,31,60,11,1455,4232,5687,2012-06,2,2012-06
2012-07-01,Fall,2012,July,Not Holiday,Sunday,Holiday,1,33,52,11,1421,4110,5531,2012-07,2,2012-07
2012-07-02,Fall,2012,July,Not Holiday,Monday,Working Day,1,32,45,13,904,5323,6227,2012-07,1,2012-07
2012-07-03,Fall,2012,July,Not Holiday,Tuesday,Working Day,1,32,49,8,1052,5608,6660,2012-07,1,2012-07
2012-07-04,Fall,2012,July,Holiday,Wednesday,Holiday,1,32,54,9,2562,4841,7403,2012-07,1,2012-07
2012-07-05,Fall,2012,July,Not Holiday,Thursday,Working Day,1,34,46,13,1405,4836,6241,2012-07,1,2012-07
2012-07-06,Fall,2012,July,Not Holiday,Friday,Working Day,1,34,45,10,1366,4841,6207,2012-07,1,2012-07
2012-07-07,Fall,2012,July,Not Holiday,Saturday,Holiday,1,35,49,11,1448,3392,4840,2012-07,2,2012-07
2012-07-08,Fall,2012,July,Not Holiday,Sunday,Holiday,1,34,57,8,1203,3469,4672,2012-07,2,2012-07
2012-07-09,Fall,2012,July,Not Holiday,Monday,Working Day,2,29,68,12,998,5571,6569,2012-07,1,2012-07
2012-07-10,Fall,2012,July,Not Holiday,Tuesday,Working Day,2,30,67,10,954,5336,6290,2012-07,1,2012-07
2012-07-11,Fall,2012,July,Not Holiday,Wednesday,Working Day,1,29,63,10,975,6289,7264,2012-07,1,2012-07
2012-07-12,Fall,2012,July,Not Holiday,Thursday,Working Day,1,29,53,10,1032,6414,7446,2012-07,1,2012-07
2012-07-13,Fall,2012,July,Not Holiday,Friday,Working Day,2,30,49,5,1511,5988,7499,2012-07,1,2012-07
2012-07-14,Fall,2012,July,Not Holiday,Saturday,Holiday,2,29,70,10,2355,4614,6969,2012-07,1,2012-07
2012-07-15,Fall,2012,July,Not Holiday,Sunday,Holiday,1,31,72,11,1920,4111,6031,2012-07,2,2012-07
2012-07-16,Fall,2012,July,Not Holiday,Monday,Working Day,1,31,64,11,1088,5742,6830,2012-07,1,2012-07
2012-07-17,Fall,2012,July,Not Holiday,Tuesday,Working Day,1,34,51,8,921,5865,6786,2012-07,1,2012-07
2012-07-18,Fall,2012,July,Not Holiday,Wednesday,Working Day,1,33,58,9,799,4914,5713,2012-07,1,2012-07
2012-07-19,Fall,2012,July,Not Holiday,Thursday,Working Day,1,32,60,11,888,5703,6591,2012-07,1,2012-07
2012-07-20,Fall,2012,July,Not Holiday,Friday,Working Day,2,27,84,14,747,5123,5870,2012-07,1,2012-07
2012-07-21,Fall,2012,July,Not Holiday,Saturday,Holiday,3,24,87,14,1264,3195,4459,2012-07,2,2012-07
2012-07-22,Fall,2012,July,Not Holiday,Sunday,Holiday,2,27,76,6,2544,4866,7410,2012-07,1,2012-07
2012-07-23,Fall,2012,July,Not Holiday,Monday,Working Day,1,30,69,9,1135,5831,6966,2012-07,1,2012-07
2012-07-24,Fall,2012,July,Not Holiday,Tuesday,Working Day,1,31,66,14,1140,6452,7592,2012-07,1,2012-07
2012-07-25,Fall,2012,July,Not Holiday,Wednesday,Working Day,1,30,45,11,1383,6790,8173,2012-07,1,2012-07
2012-07-26,Fall,2012,July,Not Holiday,Thursday,Working Day,1,32,60,19,1036,5825,6861,2012-07,1,2012-07
2012-07-27,Fall,2012,July,Not Holiday,Friday,Working Day,1,32,59,10,1259,5645,6904,2012-07,1,2012-07
2012-07-28,Fall,2012,July,Not Holiday,Saturday,Holiday,1,31,61,11,2234,4451,6685,2012-07,2,2012-07
2012-07-29,Fall,2012,July,Not Holiday,Sunday,Holiday,1,30,62,11,2153,4444,6597,2012-07,2,2012-07
2012-07-30,Fall,2012,July,Not Holiday,Monday,Working Day,1,30,67,10,1040,6065,7105,2012-07,1,2012-07
2012-07-31,Fall,2012,July,Not Holiday,Tuesday,Working Day,1,29,70,11,968,6248,7216,2012-07,1,2012-07
2012-08-01,Fall,2012,August,Not Holiday,Wednesday,Working Day,1,29,68,9,1074,6506,7580,2012-08,1,2012-08
2012-08-02,Fall,2012,August,Not Holiday,Thursday,Working Day,1,31,66,9,983,6278,7261,2012-08,1,2012-08
2012-08-03,Fall,2012,August,Not Holiday,Friday,Working Day,2,31,64,14,1328,5847,7175,2012-08,1,2012-08
2012-08-04,Fall,2012,August,Not Holiday,Saturday,Holiday,1,33,61,17,2345,4479,6824,2012-08,1,2012-08
2012-08-05,Fall,2012,August,Not Holiday,Sunday,Holiday,1,32,65,19,1707,3757,5464,2012-08,2,2012-08
2012-08-06,Fall,2012,August,Not Holiday,Monday,Working Day,2,31,65,9,1233,5780,7013,2012-08,1,2012-08
2012-08-07,Fall,2012,August,Not Holiday,Tuesday,Working Day,2,30,70,8,1278,5995,7273,2012-08,1,2012-08
2012-08-08,Fall,2012,August,Not Holiday,Wednesday,Working Day,2,31,67,7,1263,6271,7534,2012-08,1,2012-08
2012-08-09,Fall,2012,August,Not Holiday,Thursday,Working Day,1,31,62,10,1196,6090,7286,2012-08,1,2012-08
2012-08-10,Fall,2012,August,Not Holiday,Friday,Working Day,2,29,72,16,1065,4721,5786,2012-08,1,2012-08
2012-08-11,Fall,2012,August,Not Holiday,Saturday,Holiday,2,28,73,14,2247,4052,6299,2012-08,2,2012-08
2012-08-12,Fall,2012,August,Not Holiday,Sunday,Holiday,1,29,53,8,2182,4362,6544,2012-08,2,2012-08
2012-08-13,Fall,2012,August,Not Holiday,Monday,Working Day,1,30,55,9,1207,5676,6883,2012-08,1,2012-08
2012-08-14,Fall,2012,August,Not Holiday,Tuesday,Working Day,1,30,69,11,1128,5656,6784,2012-08,1,2012-08
2012-08-15,Fall,2012,August,Not Holiday,Wednesday,Working Day,1,29,62,11,1198,6149,7347,2012-08,1,2012-08
2012-08-16,Fall,2012,August,Not Holiday,Thursday,Working Day,1,29,52,10,1338,6267,7605,2012-08,1,2012-08
2012-08-17,Fall,2012,August,Not Holiday,Friday,Working Day,1,30,57,16,1483,5665,7148,2012-08,1,2012-08
2012-08-18,Fall,2012,August,Not Holiday,Saturday,Holiday,1,28,60,12,2827,5038,7865,2012-08,1,2012-08
2012-08-19,Fall,2012,August,Not Holiday,Sunday,Holiday,2,26,71,6,1208,3341,4549,2012-08,2,2012-08
2012-08-20,Fall,2012,August,Not Holiday,Monday,Working Day,2,26,73,9,1026,5504,6530,2012-08,1,2012-08
2012-08-21,Fall,2012,August,Not Holiday,Tuesday,Working Day,1,27,67,5,1081,5925,7006,2012-08,1,2012-08
2012-08-22,Fall,2012,August,Not Holiday,Wednesday,Working Day,1,27,68,5,1094,6281,7375,2012-08,1,2012-08
2012-08-23,Fall,2012,August,Not Holiday,Thursday,Working Day,1,29,64,6,1363,6402,7765,2012-08,1,2012-08
2012-08-24,Fall,2012,August,Not Holiday,Friday,Working Day,2,29,62,5,1325,6257,7582,2012-08,1,2012-08
2012-08-25,Fall,2012,August,Not Holiday,Saturday,Holiday,2,27,71,16,1829,4224,6053,2012-08,2,2012-08
2012-08-26,Fall,2012,August,Not Holiday,Sunday,Holiday,2,27,85,15,1483,3772,5255,2012-08,2,2012-08
2012-08-27,Fall,2012,August,Not Holiday,Monday,Working Day,1,29,73,9,989,5928,6917,2012-08,1,2012-08
2012-08-28,Fall,2012,August,Not Holiday,Tuesday,Working Day,1,30,62,13,935,6105,7040,2012-08,1,2012-08
2012-08-29,Fall,2012,August,Not Holiday,Wednesday,Working Day,1,28,55,8,1177,6520,7697,2012-08,1,2012-08
2012-08-30,Fall,2012,August,Not Holiday,Thursday,Working Day,1,29,59,5,1172,6541,7713,2012-08,1,2012-08
2012-08-31,Fall,2012,August,Not Holiday,Friday,Working Day,1,31,59,11,1433,5917,7350,2012-08,1,2012-08
2012-09-01,Fall,2012,September,Not Holiday,Saturday,Holiday,2,31,64,8,2352,3788,6140,2012-09,2,2012-09
2012-09-02,Fall,2012,September,Not Holiday,Sunday,Holiday,2,29,82,4,2613,3197,5810,2012-09,2,2012-09
2012-09-03,Fall,2012,September,Holiday,Monday,Holiday,1,29,79,10,1965,4069,6034,2012-09,2,2012-09
2012-09-04,Fall,2012,September,Not Holiday,Tuesday,Working Day,1,30,76,16,867,5997,6864,2012-09,1,2012-09
2012-09-05,Fall,2012,September,Not Holiday,Wednesday,Working Day,1,30,74,13,832,6280,7112,2012-09,1,2012-09
2012-09-06,Fall,2012,September,Not Holiday,Thursday,Working Day,2,29,81,10,611,5592,6203,2012-09,1,2012-09
2012-09-07,Fall,2012,September,Not Holiday,Friday,Working Day,1,29,74,12,1045,6459,7504,2012-09,1,2012-09
2012-09-08,Fall,2012,September,Not Holiday,Saturday,Holiday,2,27,80,19,1557,4419,5976,2012-09,2,2012-09
2012-09-09,Fall,2012,September,Not Holiday,Sunday,Holiday,1,25,55,15,2570,5657,8227,2012-09,1,2012-09
2012-09-10,Fall,2012,September,Not Holiday,Monday,Working Day,1,24,50,17,1118,6407,7525,2012-09,1,2012-09
2012-09-11,Fall,2012,September,Not Holiday,Tuesday,Working Day,1,24,52,6,1070,6697,7767,2012-09,1,2012-09
2012-09-12,Fall,2012,September,Not Holiday,Wednesday,Working Day,1,25,58,9,1050,6820,7870,2012-09,1,2012-09
2012-09-13,Fall,2012,September,Not Holiday,Thursday,Working Day,1,25,64,6,1054,6750,7804,2012-09,1,2012-09
2012-09-14,Fall,2012,September,Not Holiday,Friday,Working Day,1,26,67,7,1379,6630,8009,2012-09,1,2012-09
2012-09-15,Fall,2012,September,Not Holiday,Saturday,Holiday,1,25,50,17,3160,5554,8714,2012-09,1,2012-09
2012-09-16,Fall,2012,September,Not Holiday,Sunday,Holiday,1,24,57,6,2166,5167,7333,2012-09,1,2012-09
2012-09-17,Fall,2012,September,Not Holiday,Monday,Working Day,2,24,73,10,1022,5847,6869,2012-09,1,2012-09
2012-09-18,Fall,2012,September,Not Holiday,Tuesday,Working Day,2,26,87,24,371,3702,4073,2012-09,2,2012-09
2012-09-19,Fall,2012,September,Not Holiday,Wednesday,Working Day,1,23,54,14,788,6803,7591,2012-09,1,2012-09
2012-09-20,Fall,2012,September,Not Holiday,Thursday,Working Day,1,22,62,8,939,6781,7720,2012-09,1,2012-09
2012-09-21,Fall,2012,September,Not Holiday,Friday,Working Day,1,25,67,10,1250,6917,8167,2012-09,1,2012-09
2012-09-22,Fall,2012,September,Not Holiday,Saturday,Holiday,1,27,65,19,2512,5883,8395,2012-09,1,2012-09
2012-09-23,Winter,2012,September,Not Holiday,Sunday,Holiday,1,22,47,15,2454,5453,7907,2012-09,1,2012-09
2012-09-24,Winter,2012,September,Not Holiday,Monday,Working Day,1,21,49,10,1001,6435,7436,2012-09,1,2012-09
2012-09-25,Winter,2012,September,Not Holiday,Tuesday,Working Day,1,23,57,16,845,6693,7538,2012-09,1,2012-09
2012-09-26,Winter,2012,September,Not Holiday,Wednesday,Working Day,1,26,63,16,787,6946,7733,2012-09,1,2012-09
2012-09-27,Winter,2012,September,Not Holiday,Thursday,Working Day,2,27,69,9,751,6642,7393,2012-09,1,2012-09
2012-09-28,Winter,2012,September,Not Holiday,Friday,Working Day,2,25,69,11,1045,6370,7415,2012-09,1,2012-09
2012-09-29,Winter,2012,September,Not Holiday,Saturday,Holiday,1,22,54,15,2589,5966,8555,2012-09,1,2012-09
2012-09-30,Winter,2012,September,Not Holiday,Sunday,Holiday,1,22,58,9,2015,4874,6889,2012-09,1,2012-09
2012-10-01,Winter,2012,October,Not Holiday,Monday,Working Day,2,21,65,6,763,6015,6778,2012-10,1,2012-10
2012-10-02,Winter,2012,October,Not Holiday,Tuesday,Working Day,3,24,87,7,315,4324,4639,2012-10,2,2012-10
2012-10-03,Winter,2012,October,Not Holiday,Wednesday,Working Day,2,27,79,4,728,6844,7572,2012-10,1,2012-10
2012-10-04,Winter,2012,October,Not Holiday,Thursday,Working Day,2,27,72,8,891,6437,7328,2012-10,1,2012-10
2012-10-05,Winter,2012,October,Not Holiday,Friday,Working Day,1,25,63,7,1516,6640,8156,2012-10,1,2012-10
2012-10-06,Winter,2012,October,Not Holiday,Saturday,Holiday,1,23,66,18,3031,4934,7965,2012-10,1,2012-10
2012-10-07,Winter,2012,October,Not Holiday,Sunday,Holiday,2,17,71,9,781,2729,3510,2012-10,2,2012-10
2012-10-08,Winter,2012,October,Holiday,Monday,Holiday,2,16,71,13,874,4604,5478,2012-10,2,2012-10
2012-10-09,Winter,2012,October,Not Holiday,Tuesday,Working Day,2,18,76,13,601,5791,6392,2012-10,1,2012-10
2012-10-10,Winter,2012,October,Not Holiday,Wednesday,Working Day,1,21,63,13,780,6911,7691,2012-10,1,2012-10
2012-10-11,Winter,2012,October,Not Holiday,Thursday,Working Day,1,18,46,12,834,6736,7570,2012-10,1,2012-10
2012-10-12,Winter,2012,October,Not Holiday,Friday,Working Day,1,18,54,16,1060,6222,7282,2012-10,1,2012-10
2012-10-13,Winter,2012,October,Not Holiday,Saturday,Holiday,1,16,49,10,2252,4857,7109,2012-10,1,2012-10
2012-10-14,Winter,2012,October,Not Holiday,Sunday,Holiday,1,21,64,19,2080,4559,6639,2012-10,1,2012-10
2012-10-15,Winter,2012,October,Not Holiday,Monday,Working Day,2,23,71,20,760,5115,5875,2012-10,1,2012-10
2012-10-16,Winter,2012,October,Not Holiday,Tuesday,Working Day,1,19,56,12,922,6612,7534,2012-10,1,2012-10
2012-10-17,Winter,2012,October,Not Holiday,Wednesday,Working Day,1,19,69,7,979,6482,7461,2012-10,1,2012-10
2012-10-18,Winter,2012,October,Not Holiday,Thursday,Working Day,2,21,73,16,1008,6501,7509,2012-10,1,2012-10
2012-10-19,Winter,2012,October,Not Holiday,Friday,Working Day,2,23,82,9,753,4671,5424,2012-10,1,2012-10
2012-10-20,Winter,2012,October,Not Holiday,Saturday,Holiday,1,20,57,8,2806,5284,8090,2012-10,1,2012-10
2012-10-21,Winter,2012,October,Not Holiday,Sunday,Holiday,1,19,51,11,2132,4692,6824,2012-10,1,2012-10
2012-10-22,Winter,2012,October,Not Holiday,Monday,Working Day,1,20,57,5,830,6228,7058,2012-10,1,2012-10
2012-10-23,Winter,2012,October,Not Holiday,Tuesday,Working Day,1,22,64,6,841,6625,7466,2012-10,1,2012-10
2012-10-24,Winter,2012,October,Not Holiday,Wednesday,Working Day,1,24,64,5,795,6898,7693,2012-10,1,2012-10
2012-10-25,Winter,2012,October,Not Holiday,Thursday,Working Day,2,23,80,8,875,6484,7359,2012-10,1,2012-10
2012-10-26,Winter,2012,October,Not Holiday,Friday,Working Day,2,22,81,9,1182,6262,7444,2012-10,1,2012-10
2012-10-27,Winter,2012,October,Not Holiday,Saturday,Holiday,2,22,72,16,2643,5209,7852,2012-10,1,2012-10
2012-10-28,Winter,2012,October,Not Holiday,Sunday,Holiday,2,20,69,27,998,3461,4459,2012-10,2,2012-10
2012-10-29,Winter,2012,October,Not Holiday,Monday,Working Day,3,18,88,24,2,20,22,2012-10,0,2012-10
2012-10-30,Winter,2012,October,Not Holiday,Tuesday,Working Day,2,13,83,14,87,1009,1096,2012-10,0,2012-10
2012-10-31,Winter,2012,October,Not Holiday,Wednesday,Working Day,2,15,67,11,419,5147,5566,2012-10,1,2012-10
2012-11-01,Winter,2012,November,Not Holiday,Thursday,Working Day,2,15,58,11,466,5520,5986,2012-11,1,2012-11
2012-11-02,Winter,2012,November,Not Holiday,Friday,Working Day,1,15,52,18,618,5229,5847,2012-11,1,2012-11
2012-11-03,Winter,2012,November,Not Holiday,Saturday,Holiday,2,14,49,18,1029,4109,5138,2012-11,2,2012-11
2012-11-04,Winter,2012,November,Not Holiday,Sunday,Holiday,1,13,53,12,1201,3906,5107,2012-11,2,2012-11
2012-11-05,Winter,2012,November,Not Holiday,Monday,Working Day,1,13,49,16,378,4881,5259,2012-11,1,2012-11
2012-11-06,Winter,2012,November,Not Holiday,Tuesday,Working Day,1,12,57,12,466,5220,5686,2012-11,1,2012-11
2012-11-07,Winter,2012,November,Not Holiday,Wednesday,Working Day,2,12,55,20,326,4709,5035,2012-11,1,2012-11
2012-11-08,Winter,2012,November,Not Holiday,Thursday,Working Day,1,14,33,23,340,4975,5315,2012-11,1,2012-11
2012-11-09,Winter,2012,November,Not Holiday,Friday,Working Day,1,15,54,14,709,5283,5992,2012-11,1,2012-11
2012-11-10,Winter,2012,November,Not Holiday,Saturday,Holiday,1,16,65,4,2090,4446,6536,2012-11,2,2012-11
2012-11-11,Winter,2012,November,Not Holiday,Sunday,Holiday,1,17,66,9,2290,4562,6852,2012-11,1,2012-11
